"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Vcl",7.3556707426191e-134,0.540211244178556,0.508,0.27,1.33520135320022e-129,"2","Vcl"
"Atp5h",5.00684960869065e-131,0.47134922932166,0.962,0.904,9.08843340969526e-127,"2","Atp5h"
"Fgl2",2.78126410673751e-128,0.712584496741932,0.262,0.087,5.04855060654993e-124,"2","Fgl2"
"Fermt2",8.6186197409608e-127,0.612257160110269,0.752,0.576,1.5644518553792e-122,"2","Fermt2"
"Sorbs2",1.14134535325578e-125,0.770229033479967,0.265,0.092,2.0717700852299e-121,"2","Sorbs2"
"Fry",1.89157131029161e-125,0.388612084079793,0.275,0.094,3.43358024244133e-121,"2","Fry"
"Cox6a1",4.18088898059391e-125,0.505237731162483,0.983,0.946,7.58914967757407e-121,"2","Cox6a1"
"Ngf",1.54079676972811e-123,0.419582387761961,0.298,0.108,2.79685429641047e-119,"2","Ngf"
"Meg31",5.37335045597948e-121,0.38306832860424,0.908,0.649,9.75370574769395e-117,"2","Meg3"
"Ppp1r12a",6.75670775670543e-121,0.585315163388504,0.522,0.309,1.22647759199717e-116,"2","Ppp1r12a"
"Sept41",9.73814140426208e-118,0.546869549926406,0.58,0.335,1.76766742770165e-113,"2","Sept4"
"Ndufa13",1.99629103295783e-116,0.497161070714513,0.928,0.849,3.62366748302506e-112,"2","Ndufa13"
"Fam162a",1.68663290359041e-115,0.555310702370978,0.582,0.376,3.06157604659732e-111,"2","Fam162a"
"Rbpms",1.01677557004978e-114,0.537785204476565,0.596,0.383,1.84565101475436e-110,"2","Rbpms"
"Maged21",4.88271616383077e-112,0.570172878929389,0.862,0.651,8.86310638058561e-108,"2","Maged2"
"Tspan32",6.43766888456557e-111,0.528270741537421,0.64,0.43,1.16856565592634e-106,"2","Tspan3"
"Lpp",5.69431757489897e-110,0.590507148852387,0.535,0.338,1.03363252619566e-105,"2","Lpp"
"Atp5c1",7.36498824155964e-110,0.422859615071729,0.969,0.92,1.33689266560791e-105,"2","Atp5c1"
"Ndufb9",7.8087033781778e-110,0.537080635561614,0.791,0.697,1.41743583720683e-105,"2","Ndufb9"
"Aspn1",1.90276894575026e-109,0.307963264279163,0.748,0.438,3.45390619032587e-105,"2","Aspn"
"Cox5b",1.11114396979286e-108,0.472139625258174,0.921,0.85,2.01694853396801e-104,"2","Cox5b"
"Slc12a21",7.82057017464411e-107,0.552833185225098,0.418,0.214,1.4195898981014e-102,"2","Slc12a2"
"Lgalsl",2.86919249605046e-106,0.331462276808963,0.268,0.099,5.20815821883079e-102,"2","Lgalsl"
"mt-Nd41",5.29305511315689e-106,0.37894543139503,0.999,0.997,9.60795364140238e-102,"2","mt-Nd4"
"Pkig",4.92503971806075e-105,0.522715472883833,0.589,0.399,8.93993209622388e-101,"2","Pkig"
"Cacna2d1",9.16255680297127e-105,0.333991006181516,0.292,0.115,1.66318731087534e-100,"2","Cacna2d1"
"Cox6b1",1.92981262792201e-99,0.42072158068706,0.987,0.965,3.50299588220404e-95,"2","Cox6b1"
"2010107E04Rik",2.31808768364126e-99,0.402584944050534,0.949,0.894,4.20779276334561e-95,"2","2010107E04Rik"
"Uqcr10",1.1800159298309e-98,0.467506304243271,0.912,0.844,2.14196491582905e-94,"2","Uqcr10"
"Cygb1",3.44656902159217e-97,0.882143625133053,0.559,0.381,6.2562120879941e-93,"2","Cygb"
"Atp5g3",4.73087287929894e-97,0.498344766514613,0.818,0.727,8.58748045050343e-93,"2","Atp5g3"
"mt-Nd21",7.53836026504051e-97,0.405995045812065,0.984,0.936,1.36836315531015e-92,"2","mt-Nd2"
"Ptms",1.93422718822372e-94,0.519772472486704,0.838,0.751,3.51100919206369e-90,"2","Ptms"
"Hspa1a",2.10358594552634e-94,0.985845393248983,0.725,0.55,3.81842920831941e-90,"2","Hspa1a"
"Blmh",3.39743507235402e-94,0.543658830613181,0.506,0.323,6.16702414333701e-90,"2","Blmh"
"Gamt",6.06713603815524e-93,0.403563864870541,0.374,0.187,1.10130653364594e-88,"2","Gamt"
"Sh3bgrl",8.3258730792846e-92,0.548799792361761,0.71,0.585,1.51131248135174e-87,"2","Sh3bgrl"
"Usmg5",4.1329609640896e-90,0.469257071145486,0.867,0.783,7.50215074201545e-86,"2","Usmg5"
"Tsc22d1",8.25524437873854e-90,0.7647708273693,0.704,0.577,1.49849195962862e-85,"2","Tsc22d1"
"Stom",3.42830408979797e-89,0.373689600331144,0.353,0.171,6.22305758380127e-85,"2","Stom"
"Jag1",9.48144155165889e-87,0.321699066931487,0.276,0.114,1.72107127045712e-82,"2","Jag1"
"Hmgn3",3.00652722784485e-86,0.515079657401287,0.495,0.313,5.45744822398396e-82,"2","Hmgn3"
"Slc38a2",5.99830731255992e-86,0.588586647943883,0.748,0.642,1.08881274337588e-81,"2","Slc38a2"
"Sema5a",2.55777369563399e-85,0.29742550847768,0.251,0.1,4.64287081231482e-81,"2","Sema5a"
"Pls3",8.82695632197442e-83,0.496256062765631,0.545,0.367,1.6022691115648e-78,"2","Pls3"
"Myo1b1",1.0352075519216e-82,0.44980566942576,0.459,0.272,1.87910874824809e-78,"2","Myo1b"
"Jam3",1.13568790670853e-81,0.351773701784195,0.329,0.16,2.06150068825733e-77,"2","Jam3"
"Laptm4a1",3.04755216885169e-81,0.342321496886238,0.989,0.94,5.53191669689959e-77,"2","Laptm4a"
"Atp2a2",5.20683744815725e-81,0.506601110706804,0.501,0.334,9.45145133589504e-77,"2","Atp2a2"
"H3f3a",5.36189835787547e-80,0.307896065015862,0.998,0.996,9.73291789921556e-76,"2","H3f3a"
"Ech1",2.24116497026777e-79,0.465235191813884,0.685,0.566,4.06816265403005e-75,"2","Ech1"
"Ptma1",2.39362726254334e-79,0.251596502979694,1,0.999,4.34491220696867e-75,"2","Ptma"
"Igfbp71",4.482074707727e-79,0.595154082383428,0.996,0.926,8.13586200946606e-75,"2","Igfbp7"
"Serpine21",1.09512780103444e-78,0.648017108850015,0.654,0.447,1.98787598443771e-74,"2","Serpine2"
"Slc25a3",1.81233299137497e-78,0.349843284729055,0.968,0.944,3.28974684594385e-74,"2","Slc25a3"
"Klf9",2.87123887294503e-78,0.439667847121238,0.505,0.32,5.21187280216983e-74,"2","Klf9"
"Adamts11",1.18070125783464e-77,0.59566025813421,0.664,0.51,2.14320892322144e-73,"2","Adamts1"
"Ppp1cb",2.22346567902159e-77,0.535991280912698,0.611,0.483,4.03603490055999e-73,"2","Ppp1cb"
"Crispld2",3.40208073363687e-77,0.617580184669461,0.259,0.115,6.17545694769765e-73,"2","Crispld2"
"Ifi27",1.63074830573306e-76,0.421680698163593,0.547,0.37,2.96013432456665e-72,"2","Ifi27"
"Pten",1.98035095757688e-76,0.408651547152934,0.438,0.267,3.59473305819355e-72,"2","Pten"
"Prkcdbp",1.58289143845419e-75,0.628993855896532,0.684,0.566,2.87326453908204e-71,"2","Prkcdbp"
"Col4a21",1.96842797750821e-75,0.406049775991907,0.963,0.82,3.57309046477291e-71,"2","Col4a2"
"Lbh",2.94749313719817e-74,0.431224930891186,0.413,0.243,5.35028954264212e-70,"2","Lbh"
"Tppp31",8.66645247197469e-74,0.420160101544623,0.402,0.221,1.57313445271285e-69,"2","Tppp3"
"Thy11",1.81000415005418e-73,0.440914491140578,0.377,0.203,3.28551953317835e-69,"2","Thy1"
"4930523C07Rik",2.70088205634613e-73,0.370574018658222,0.369,0.199,4.9026411086795e-69,"2","4930523C07Rik"
"Csrp1",6.28455743322496e-73,1.0212594666223,0.708,0.621,1.140772865279e-68,"2","Csrp1"
"Hbegf",3.81273047290386e-72,0.464553590693527,0.506,0.328,6.92086835441509e-68,"2","Hbegf"
"Col4a11",1.51194445581905e-71,0.423249866231867,0.974,0.845,2.74448157620274e-67,"2","Col4a1"
"Ubb",2.21883565626296e-71,0.315631369637062,1,1,4.02763048324853e-67,"2","Ubb"
"Pde10a",3.94998837927665e-71,0.397385675432037,0.274,0.129,7.17001890606297e-67,"2","Pde10a"
"Ndufa12",5.37216361937791e-70,0.433763990085545,0.761,0.681,9.75155140189477e-66,"2","Ndufa12"
"Aldoa",1.11788615333336e-68,0.348179367741426,0.945,0.883,2.02918694553072e-64,"2","Aldoa"
"Nr4a11",1.43515993005297e-68,0.692873792379527,0.629,0.513,2.60510230503216e-64,"2","Nr4a1"
"Sdhc",1.85779406587305e-68,0.424067368283392,0.54,0.39,3.37226778837275e-64,"2","Sdhc"
"Nr4a2",3.67013333837435e-68,0.77977472488081,0.44,0.291,6.66202603581712e-64,"2","Nr4a2"
"Rock1",6.43236274404694e-67,0.433281675733492,0.51,0.352,1.1676024852994e-62,"2","Rock1"
"Ndufs7",3.18864468196988e-66,0.41935991467029,0.658,0.553,5.78802782671172e-62,"2","Ndufs7"
"Cycs",5.24753398014574e-66,0.495100133576315,0.587,0.472,9.52532368076055e-62,"2","Cycs"
"Mast41",1.44179761109319e-65,0.382617385974473,0.559,0.381,2.61715102365636e-61,"2","Mast4"
"Zeb2",7.64533228050594e-65,0.399021372003048,0.495,0.323,1.38778071555744e-60,"2","Zeb2"
"Gnas1",1.57436341825823e-64,0.501596404236834,0.993,0.979,2.85778447682234e-60,"2","Gnas"
"Pla1a",2.92347138942817e-64,0.294429607339343,0.257,0.119,5.30668526609001e-60,"2","Pla1a"
"Ndufa11",1.19984489699557e-63,0.375653276719492,0.749,0.678,2.17795845702635e-59,"2","Ndufa11"
"Chchd10",1.72768369412111e-63,0.483375480042465,0.332,0.187,3.13609144156863e-59,"2","Chchd10"
"Atp5o",3.38122091707797e-63,0.360437842269747,0.911,0.856,6.13759220867993e-59,"2","Atp5o"
"Ndufb5",1.32852535781618e-62,0.342777325491929,0.855,0.785,2.41153922950793e-58,"2","Ndufb5"
"Arhgef251",4.958610860122e-62,0.270594224217702,0.291,0.146,9.00087043329345e-58,"2","Arhgef25"
"Prss23",1.20983052258388e-61,0.298201110797373,0.268,0.129,2.19608436459426e-57,"2","Prss23"
"Amotl1",2.64924986762789e-61,0.377895409367447,0.459,0.298,4.80891835971814e-57,"2","Amotl1"
"Nrep1",2.93377976417464e-60,0.414487645910305,0.696,0.561,5.32539702792981e-56,"2","Nrep"
"Nab1",1.02832307179999e-59,0.344161343403921,0.379,0.228,1.86661203993134e-55,"2","Nab1"
"H3f3b",1.13967594239555e-59,0.276180899791703,1,1,2.06873977063641e-55,"2","H3f3b"
"Epas11",1.4198217827907e-59,0.260762266646699,0.538,0.344,2.57726050012167e-55,"2","Epas1"
"Serping11",6.87527467901485e-59,0.293508984863706,0.523,0.336,1.24799985973478e-54,"2","Serping1"
"Ldhb",8.87090767493976e-59,0.393661336130778,0.44,0.287,1.61024716115507e-54,"2","Ldhb"
"Prkar1a",5.4079318183252e-57,0.350049356176783,0.839,0.776,9.81647783662391e-53,"2","Prkar1a"
"Wbp51",9.22265549732599e-57,0.317318994578785,0.943,0.853,1.67409642587461e-52,"2","Wbp5"
"Cyb5r31",9.3313964613076e-57,0.377629768109997,0.675,0.564,1.69383508565656e-52,"2","Cyb5r3"
"Id31",4.39512602633601e-54,0.556712946783024,0.944,0.865,7.97803276300513e-50,"2","Id3"
"Vstm41",2.60688804163365e-53,0.301337268822022,0.252,0.126,4.73202317317341e-49,"2","Vstm4"
"Ndufb2",2.22546629261826e-52,0.397231926826271,0.633,0.536,4.03966641436066e-48,"2","Ndufb2"
"Vps37b",6.893631785563e-52,0.423041373531377,0.291,0.161,1.2513320417154e-47,"2","Vps37b"
"Tns1",5.71686449269115e-51,0.321809338183791,0.399,0.254,1.0377252427133e-46,"2","Tns1"
"Mdh1",8.92098835134968e-51,0.380032331794419,0.634,0.56,1.61933780553699e-46,"2","Mdh1"
"Tmem38b",2.45749541476154e-50,0.283586195997566,0.27,0.144,4.46084567687515e-46,"2","Tmem38b"
"Mtus1",9.90367016391786e-50,0.267622452892665,0.319,0.181,1.79771420815437e-45,"2","Mtus1"
"Gm8797",1.30442980880488e-49,0.457345449564285,0.917,0.872,2.36780098894262e-45,"2","Gm8797"
"Ndufb6",5.46777013342399e-49,0.376719289703278,0.661,0.585,9.92509634619123e-45,"2","Ndufb6"
"Cryab",8.45910755971921e-49,0.326686061257382,0.444,0.307,1.53549720424023e-44,"2","Cryab"
"Pid1",4.42821540306159e-48,0.383203563897909,0.294,0.168,8.03809659963739e-44,"2","Pid1"
"Atp5f1",1.31417911049971e-47,0.283886821975374,0.909,0.851,2.38549792137908e-43,"2","Atp5f1"
"Ssbp21",2.33154744729129e-47,0.270825212550836,0.319,0.187,4.23222492632315e-43,"2","Ssbp2"
"Ndufb10",2.39382893778851e-47,0.370428782081644,0.655,0.594,4.34527828787371e-43,"2","Ndufb10"
"Ndufa2",2.98883999730109e-47,0.274392632587349,0.938,0.909,5.42534236310094e-43,"2","Ndufa2"
"Dad1",7.09859212329295e-47,0.617953439536653,0.931,0.894,1.28853644222014e-42,"2","Dad1"
"Oxct11",1.62175458541956e-46,0.345434918587399,0.427,0.295,2.94380892345359e-42,"2","Oxct1"
"Gm4707",1.82977012845775e-46,0.331053540370874,0.293,0.169,3.32139873717652e-42,"2","Gm4707"
"Ppp1r15a1",2.58629454341776e-46,0.656651335102096,0.872,0.812,4.69464185521192e-42,"2","Ppp1r15a"
"Cox7b",2.93320239245889e-46,0.282883989686997,0.936,0.881,5.32434898279138e-42,"2","Cox7b"
"Axl1",5.66325723686871e-46,0.25929373925279,0.505,0.35,1.02799445363641e-41,"2","Axl"
"Tuba1a1",6.66933775513444e-46,0.283226497814144,0.985,0.906,1.210618189312e-41,"2","Tuba1a"
"Hspb1",5.18653551069394e-45,0.50950523001756,0.529,0.416,9.41459925901164e-41,"2","Hspb1"
"Cnn2",1.10751784023431e-42,0.356408495010203,0.542,0.422,2.01036638359332e-38,"2","Cnn2"
"Pik3r1",1.91953776778401e-42,0.30473729404567,0.328,0.205,3.48434495608154e-38,"2","Pik3r1"
"Ndufa1",4.45617561282478e-42,0.351030614040606,0.605,0.52,8.08884997239954e-38,"2","Ndufa1"
"Atp5k",5.41069429723681e-42,0.41070543725245,0.627,0.553,9.82149228834426e-38,"2","Atp5k"
"Fosb1",6.13771945347178e-42,0.46569271315917,0.61,0.507,1.1141188351942e-37,"2","Fosb"
"Ndufb8",8.22493818097563e-42,0.326659704930549,0.727,0.684,1.4929907786107e-37,"2","Ndufb8"
"Pgf",1.27808502843789e-41,0.258191274889854,0.272,0.153,2.31997994362045e-37,"2","Pgf"
"Uqcrq",4.68799162111638e-41,0.251540781835901,0.973,0.936,8.50964239065046e-37,"2","Uqcrq"
"Phlda1",4.70904076063538e-41,0.571104665860314,0.668,0.604,8.54785078870534e-37,"2","Phlda1"
"Gem1",5.26578923321003e-41,0.526908273494662,0.475,0.361,9.55846061612285e-37,"2","Gem"
"Pelo",6.50060142463767e-41,0.271996564167608,0.29,0.172,1.17998917060023e-36,"2","Pelo"
"Tpi1",7.15994823979069e-41,0.311617671562785,0.689,0.606,1.29967380448681e-36,"2","Tpi1"
"Idh3b",1.21807055397663e-40,0.326242261679777,0.473,0.362,2.21104166957838e-36,"2","Idh3b"
"Serpinb1a",4.35935418481084e-40,0.254254507281475,0.259,0.146,7.91309971626863e-36,"2","Serpinb1a"
"Ndufa5",5.81074422207597e-39,0.337182894546958,0.625,0.544,1.05476629119123e-34,"2","Ndufa5"
"Atp2b1",8.95903701969645e-39,0.392231944475896,0.625,0.542,1.6262443998153e-34,"2","Atp2b1"
"Gm10250",9.91176210545297e-39,0.375439113982674,0.541,0.438,1.79918305738182e-34,"2","Gm10250"
"Gm10053",5.01192100893223e-38,0.28737061242881,0.263,0.155,9.09763901541379e-34,"2","Gm10053"
"Ndufab1",3.65541982946027e-37,0.305533627174781,0.661,0.609,6.63531807443627e-33,"2","Ndufab1"
"Ilk1",3.81479914521791e-37,0.326221670596242,0.6,0.501,6.92462340839956e-33,"2","Ilk"
"Hacd1",5.13986896454908e-37,0.365196323413285,0.394,0.283,9.32989014444949e-33,"2","Hacd1"
"Camk1",9.85252842169192e-37,0.326264734681865,0.53,0.432,1.78843095910552e-32,"2","Camk1"
"Rap1a",1.64174935603036e-36,0.369405248795359,0.683,0.632,2.98010343106631e-32,"2","Rap1a"
"mt-Nd31",3.78806468992359e-36,0.291462944638363,0.697,0.624,6.8760950251493e-32,"2","mt-Nd3"
"Serpine11",4.4404571271394e-36,0.259410638527424,0.278,0.168,8.06031777718344e-32,"2","Serpine1"
"Tgfb1i1",6.85191182190536e-36,0.298495131862329,0.418,0.301,1.24375903391226e-31,"2","Tgfb1i1"
"Aco2",7.09930807218884e-35,0.283453159417452,0.425,0.314,1.28866640126372e-30,"2","Aco2"
"Ywhaq",4.4196400206288e-34,0.254589365379845,0.922,0.865,8.0225305654454e-30,"2","Ywhaq"
"Isyna1",4.42906881195413e-34,0.278538304578813,0.345,0.232,8.03964570745914e-30,"2","Isyna1"
"Vasp1",7.92267290345993e-34,0.295337460863005,0.589,0.498,1.43812358543605e-29,"2","Vasp"
"Lmna1",8.56375091970697e-34,0.299791759773353,0.75,0.676,1.55449206694521e-29,"2","Lmna"
"Tob2",1.50837984282289e-33,0.284828058787523,0.264,0.163,2.73801109069211e-29,"2","Tob2"
"Nbeal1",1.64427807439879e-33,0.265927748357753,0.39,0.274,2.98469356064868e-29,"2","Nbeal1"
"Pgrmc1",6.37877322234881e-33,0.303359062497842,0.573,0.49,1.15787491532076e-28,"2","Pgrmc1"
"Ndufs2",1.58133265661175e-32,0.284687532065782,0.668,0.612,2.87043503828165e-28,"2","Ndufs2"
"Cdk2ap2",4.17890370480402e-32,0.259744472381994,0.41,0.303,7.58554600496026e-28,"2","Cdk2ap2"
"Acadm",7.50133902007394e-31,0.265257508195186,0.338,0.235,1.36164305892382e-26,"2","Acadm"
"Nptn",3.69012686672774e-30,0.283178397317043,0.452,0.354,6.69831828848419e-26,"2","Nptn"
"Fabp51",6.2383852604366e-30,0.274509196499237,0.942,0.885,1.13239169247445e-25,"2","Fabp5"
"1110001J03Rik",8.47851004445049e-30,0.265071472560122,0.405,0.304,1.53901914326865e-25,"2","1110001J03Rik"
"Nudt41",8.81224242262696e-30,0.285289661189704,0.48,0.375,1.59959824455525e-25,"2","Nudt4"
"Rsu1",1.09672210889933e-29,0.293280996393,0.628,0.569,1.99076997207407e-25,"2","Rsu1"
"Dlc11",2.17467335136654e-29,0.277766341198819,0.5,0.392,3.94746706740055e-25,"2","Dlc1"
"Jun",3.98649276374918e-29,0.429396056341791,0.864,0.797,7.23628166475751e-25,"2","Jun"
"Tnfsf9",2.45595499312283e-28,0.372805709961463,0.303,0.207,4.45804950351656e-24,"2","Tnfsf9"
"Adamts4",5.40329480766278e-28,0.277155970810623,0.325,0.224,9.80806073486947e-24,"2","Adamts4"
"Gm11273",1.23393226840024e-27,0.297223580891104,0.326,0.228,2.23983385360011e-23,"2","Gm11273"
"Nt5dc2",2.9501510084536e-27,0.272288029703167,0.336,0.241,5.35511411054498e-23,"2","Nt5dc2"
"Cyc1",3.82129340489539e-27,0.28099498451028,0.557,0.494,6.93641178856611e-23,"2","Cyc1"
"Lamb2",3.84862188090029e-27,0.280018016402994,0.337,0.24,6.9860184382102e-23,"2","Lamb2"
"Lims1",6.36241654484444e-26,0.284756475192254,0.473,0.386,1.15490585122016e-21,"2","Lims1"
"Actb",1.44413714326987e-25,0.273847599009948,1,0.999,2.62139774246347e-21,"2","Actb"
"Hes11",4.06014660498886e-25,0.470829068777663,0.652,0.587,7.36997811737578e-21,"2","Hes1"
"Smarca5",5.9750977232271e-25,0.451935882309802,0.429,0.354,1.08459973872018e-20,"2","Smarca5"
"Junb1",1.76190960760918e-24,0.297973530328385,0.967,0.936,3.19821831973219e-20,"2","Junb"
"Ube2s",6.50731674082039e-24,0.283195195571803,0.849,0.802,1.18120813479372e-19,"2","Ube2s"
"Tpm41",5.68006953148225e-23,0.2578845910125,0.969,0.923,1.03104622135466e-18,"2","Tpm4"
"Cebpb",5.8884944086978e-22,0.406110437710439,0.458,0.37,1.06887950506682e-17,"2","Cebpb"
"Socs31",1.45210904833863e-21,0.401003442822607,0.514,0.454,2.63586834454427e-17,"2","Socs3"
"Smpdl3a",2.09797245191722e-21,0.259548341938152,0.43,0.35,3.80823959472014e-17,"2","Smpdl3a"
"Ckb1",5.08202122472064e-21,0.435478211763379,0.514,0.457,9.22488492711291e-17,"2","Ckb"
"Tln1",4.21228237683761e-20,0.258311288818412,0.53,0.476,7.64613497043563e-16,"2","Tln1"
"Pln",1.94491208268193e-19,0.311782771596898,0.283,0.213,3.53040441248424e-15,"2","Pln"
"Lrrc58",4.02222083340132e-17,0.310426728288811,0.747,0.724,7.30113525679007e-13,"2","Lrrc58"
"Dusp11",2.23286011847385e-16,0.291883218786582,0.855,0.797,4.05308768705373e-12,"2","Dusp1"
"Gm17056",1.92379820661906e-15,0.272257768250609,0.338,0.271,3.49207850465493e-11,"2","Gm17056"
"Emd",2.56208643809232e-15,0.289020470869244,0.441,0.396,4.65069930242518e-11,"2","Emd"
"Id11",5.58242329965305e-08,0.263739295297028,0.471,0.44,0.00101332147735302,"2","Id1"
"Spp1",0,4.76832274046082,0.853,0.444,0,"3","Spp1"
"Lyz2",0,4.232569468596,0.992,0.386,0,"3","Lyz2"
"Cxcl2",0,4.20288407445029,0.981,0.733,0,"3","Cxcl2"
"Ccl4",0,4.05388440542367,0.917,0.257,0,"3","Ccl4"
"Apoe",0,4.03778013745035,0.97,0.742,0,"3","Apoe"
"Lgals3",0,3.44373212528226,0.921,0.316,0,"3","Lgals3"
"Fcer1g",0,3.42571133384104,0.999,0.232,0,"3","Fcer1g"
"Ctss",0,3.33193907780396,0.991,0.154,0,"3","Ctss"
"Tyrobp",0,3.30336864611911,0.999,0.255,0,"3","Tyrobp"
"C1qa",0,3.2038633982517,0.683,0.13,0,"3","C1qa"
"C1qb",0,3.15623845339903,0.697,0.117,0,"3","C1qb"
"Ccl6",0,2.91676189963991,0.78,0.138,0,"3","Ccl6"
"C1qc",0,2.91198717486415,0.679,0.084,0,"3","C1qc"
"Ctsb",0,2.87917832281788,0.995,0.837,0,"3","Ctsb"
"Ccl3",0,2.82693973410509,0.903,0.21,0,"3","Ccl3"
"Cd14",0,2.80190761570305,0.929,0.148,0,"3","Cd14"
"Fth1",0,2.76741163730898,1,1,0,"3","Fth1"
"Lgmn",0,2.68700528720266,0.956,0.4,0,"3","Lgmn"
"Ftl1",0,2.67177759862243,1,1,0,"3","Ftl1"
"Pf4",0,2.66376368210152,0.687,0.202,0,"3","Pf4"
"Hmox1",0,2.63532633364456,0.966,0.504,0,"3","Hmox1"
"Arg1",0,2.49957576494257,0.374,0.045,0,"3","Arg1"
"Ctsc",0,2.47919880682432,0.931,0.101,0,"3","Ctsc"
"Wfdc17",0,2.47155746993604,0.837,0.201,0,"3","Wfdc17"
"Ccl9",0,2.44963836086258,0.779,0.096,0,"3","Ccl9"
"Cstb",0,2.41122516056766,0.986,0.639,0,"3","Cstb"
"Bcl2a1b",0,2.39636624651894,0.895,0.065,0,"3","Bcl2a1b"
"Ctsd",0,2.35798788288739,0.98,0.712,0,"3","Ctsd"
"Srgn",0,2.35363481682231,0.958,0.386,0,"3","Srgn"
"Cd52",0,2.23522507511331,0.885,0.138,0,"3","Cd52"
"Cd68",0,2.18009871457275,0.903,0.096,0,"3","Cd68"
"Cyba",0,2.16284868209121,0.997,0.757,0,"3","Cyba"
"Slfn2",0,2.15507532794427,0.864,0.097,0,"3","Slfn2"
"Trf",0,2.14000761083161,0.837,0.098,0,"3","Trf"
"Psap",0,2.11691904704517,0.998,0.876,0,"3","Psap"
"Alox5ap",0,2.08762515575853,0.921,0.125,0,"3","Alox5ap"
"Coro1a",0,2.07600667329142,0.948,0.104,0,"3","Coro1a"
"Ccrl2",0,2.03535578957087,0.784,0.135,0,"3","Ccrl2"
"Cd53",0,2.01865870581058,0.919,0.078,0,"3","Cd53"
"Lst1",0,2.01615515416627,0.882,0.096,0,"3","Lst1"
"Gm10116",0,1.9975399072801,0.993,0.709,0,"3","Gm10116"
"Fcgr3",0,1.99071640946354,0.861,0.053,0,"3","Fcgr3"
"Laptm5",0,1.93911828039652,0.934,0.089,0,"3","Laptm5"
"Trem2",0,1.93172889176841,0.777,0.074,0,"3","Trem2"
"Plin2",0,1.90865111527897,0.915,0.341,0,"3","Plin2"
"Cotl1",0,1.9035341864197,0.966,0.45,0,"3","Cotl1"
"Clec4n",0,1.87683222858958,0.726,0.076,0,"3","Clec4n"
"Ms4a7",0,1.8240699834071,0.537,0.034,0,"3","Ms4a7"
"Gatm",0,1.81862268568898,0.803,0.094,0,"3","Gatm"
"Lilrb4a",0,1.80225918226149,0.848,0.054,0,"3","Lilrb4a"
"Tnf",0,1.79387516151494,0.725,0.119,0,"3","Tnf"
"Ccl24",0,1.7875380499042,0.458,0.047,0,"3","Ccl24"
"Ifrd1",0,1.77128835068971,0.921,0.546,0,"3","Ifrd1"
"Rac2",0,1.75320113824575,0.92,0.108,0,"3","Rac2"
"Clec4d",0,1.73712825905093,0.779,0.126,0,"3","Clec4d"
"Plek",0,1.73324137496073,0.825,0.088,0,"3","Plek"
"Clec4e",0,1.72664300026879,0.625,0.078,0,"3","Clec4e"
"Gpnmb",0,1.70499821965408,0.42,0.056,0,"3","Gpnmb"
"Aif1",0,1.6979544384952,0.757,0.05,0,"3","Aif1"
"C5ar1",0,1.69615029029337,0.839,0.062,0,"3","C5ar1"
"Rgs1",0,1.69142383731694,0.601,0.046,0,"3","Rgs1"
"Ctsz",0,1.67570062639317,0.977,0.687,0,"3","Ctsz"
"Il1b",0,1.66503158314674,0.482,0.098,0,"3","Il1b"
"Ms4a6d",0,1.64184537774687,0.779,0.04,0,"3","Ms4a6d"
"Capg",0,1.61738090380402,0.783,0.292,0,"3","Capg"
"Csf1r",0,1.60331400470581,0.776,0.045,0,"3","Csf1r"
"Grn",0,1.60250985516996,0.917,0.481,0,"3","Grn"
"Ninj1",0,1.60141658238676,0.836,0.232,0,"3","Ninj1"
"Ccl21",0,1.59523010214962,0.733,0.307,0,"3","Ccl2"
"Cebpb1",0,1.57917879696726,0.836,0.328,0,"3","Cebpb"
"Il1a",0,1.56931335541759,0.45,0.041,0,"3","Il1a"
"Hilpda",0,1.56524112369629,0.703,0.203,0,"3","Hilpda"
"Ccl12",0,1.55861867087609,0.363,0.026,0,"3","Ccl12"
"Sqstm1",0,1.54190683953605,0.88,0.481,0,"3","Sqstm1"
"Clec4a2",0,1.53639869080819,0.775,0.041,0,"3","Clec4a2"
"Ctsh",0,1.5314081990453,0.833,0.146,0,"3","Ctsh"
"Fcgr1",0,1.52305223130649,0.749,0.081,0,"3","Fcgr1"
"Rilpl2",0,1.50058183881243,0.786,0.213,0,"3","Rilpl2"
"Cxcl3",0,1.48293306344126,0.362,0.033,0,"3","Cxcl3"
"Spi1",0,1.48227807818826,0.812,0.052,0,"3","Spi1"
"Hexa",0,1.46456879643717,0.881,0.37,0,"3","Hexa"
"Pim1",0,1.46442157880377,0.859,0.345,0,"3","Pim1"
"Pld4",0,1.46148958298756,0.768,0.037,0,"3","Pld4"
"Msr1",0,1.45579978475888,0.65,0.024,0,"3","Msr1"
"Fxyd5",0,1.43978394634758,0.906,0.402,0,"3","Fxyd5"
"Pla2g7",0,1.42837675483004,0.693,0.081,0,"3","Pla2g7"
"AF251705",0,1.42496387600071,0.702,0.03,0,"3","AF251705"
"Ms4a6c",0,1.41871524201423,0.704,0.026,0,"3","Ms4a6c"
"Apoc1",0,1.4001956085605,0.413,0.041,0,"3","Apoc1"
"Ctsa",0,1.39900439951518,0.889,0.356,0,"3","Ctsa"
"Tmsb4x1",0,1.39422957712915,1,1,0,"3","Tmsb4x"
